playerName,season,total_points,total_games,avg_points_per_game
Jameer Nelson,2015-16,299.0,39,7.666666666666667
Jameer Nelson,2016-17,687.0,75,9.16
Jameer Nelson,2017-18,247.0,50,4.94
Jamel Artis,2017-18,77.0,14,5.5
Jamel Thomas,1999-00,17.0,7,2.4285714285714284
Jamel Thomas,2000-01,13.0,5,2.6
James Anderson,2010-11,94.0,22,4.2727272727272725
James Anderson,2011-12,190.0,50,3.8
James Anderson,2012-13,149.0,35,4.257142857142857
James Anderson,2013-14,810.0,80,10.125
James Anderson,2015-16,179.0,50,3.58
James Augustine,2006-07,2.0,2,1.0
James Augustine,2007-08,40.0,25,1.6
James Bailey,1979-80,312.0,67,4.656716417910448
James Bailey,1980-81,1145.0,82,13.963414634146341
James Bailey,1981-82,646.0,75,8.613333333333333
James Bailey,1982-83,996.0,75,13.28
James Bailey,1983-84,646.0,73,8.849315068493151
James Bailey,1984-85,378.0,73,5.178082191780822
James Bailey,1985-86,533.0,48,11.104166666666666
James Bailey,1986-87,281.0,34,8.264705882352942
James Bailey,1987-88,288.0,65,4.430769230769231
James Blackwell,1994-95,18.0,13,1.3846153846153846
James Bouknight,2021-22,142.0,27,5.2592592592592595
James Bouknight,2022-23,191.0,34,5.617647058823529
James Bouknight,2023-24,50.0,14,3.5714285714285716
James Collins,1997-98,59.0,18,3.2777777777777777
James Cotton,1997-98,20.0,8,2.5
James Cotton,1998-99,25.0,7,3.5714285714285716
James Donaldson,1980-81,359.0,68,5.279411764705882
James Donaldson,1981-82,661.0,82,8.060975609756097
James Donaldson,1982-83,728.0,82,8.878048780487806
James Donaldson,1983-84,969.0,82,11.817073170731707
James Donaldson,1984-85,929.0,82,11.329268292682928
James Donaldson,1985-86,716.0,83,8.626506024096386
James Donaldson,1986-87,889.0,82,10.841463414634147
James Donaldson,1987-88,571.0,81,7.049382716049383
James Donaldson,1988-89,481.0,53,9.075471698113208
James Donaldson,1989-90,665.0,73,9.10958904109589
James Donaldson,1990-91,819.0,82,9.987804878048781
James Donaldson,1991-92,285.0,58,4.913793103448276
James Donaldson,1992-93,21.0,6,3.5
James Donaldson,1994-95,110.0,43,2.558139534883721
James Edwards,1977-78,1262.0,83,15.204819277108435
James Edwards,1978-79,1366.0,82,16.658536585365855
James Edwards,1979-80,1287.0,82,15.695121951219512
James Edwards,1980-81,1266.0,81,15.62962962962963
James Edwards,1981-82,1256.0,75,16.746666666666666
James Edwards,1982-83,325.0,31,10.483870967741936
James Edwards,1983-84,1059.0,72,14.708333333333334
James Edwards,1984-85,1044.0,70,14.914285714285715
James Edwards,1985-86,848.0,52,16.307692307692307
James Edwards,1986-87,168.0,14,12.0
James Edwards,1987-88,814.0,69,11.797101449275363
James Edwards,1988-89,555.0,76,7.302631578947368
James Edwards,1989-90,1189.0,82,14.5
James Edwards,1990-91,982.0,72,13.63888888888889
James Edwards,1991-92,698.0,72,9.694444444444445
James Edwards,1992-93,328.0,52,6.3076923076923075
James Edwards,1993-94,210.0,45,4.666666666666667
James Edwards,1994-95,75.0,28,2.6785714285714284
James Edwards,1995-96,98.0,28,3.5
James Ennis III,2014-15,312.0,62,5.032258064516129
James Ennis III,2015-16,159.0,21,7.571428571428571
James Ennis III,2016-17,429.0,63,6.809523809523809
James Ennis III,2017-18,512.0,72,7.111111111111111
James Ennis III,2018-19,389.0,58,6.706896551724138
James Ennis III,2019-20,454.0,69,6.579710144927536
James Ennis III,2020-21,345.0,41,8.414634146341463
James Ennis III,2021-22,29.0,7,4.142857142857143
James Harden,2009-10,753.0,76,9.907894736842104
James Harden,2010-11,998.0,82,12.170731707317072
James Harden,2011-12,1044.0,62,16.838709677419356
James Harden,2012-13,2023.0,78,25.935897435897434
James Harden,2013-14,1851.0,73,25.356164383561644
James Harden,2014-15,2217.0,81,27.37037037037037
James Harden,2015-16,2376.0,82,28.975609756097562
James Harden,2016-17,2356.0,81,29.08641975308642
James Harden,2017-18,2191.0,72,30.430555555555557
James Harden,2018-19,2818.0,78,36.12820512820513
James Harden,2019-20,2335.0,68,34.338235294117645
James Harden,2020-21,1083.0,44,24.613636363636363
James Harden,2021-22,1432.0,65,22.03076923076923
James Harden,2022-23,1216.0,58,20.96551724137931
James Harden,2023-24,1192.0,72,16.555555555555557
James Harden,2024-25,1771.0,78,22.705128205128204
James Harden,2025-26,822.0,32,25.6875
James Hardy,1978-79,445.0,66,6.742424242424242
James Hardy,1979-80,420.0,74,5.675675675675675
James Hardy,1980-81,111.0,21,5.285714285714286
James Hardy,1981-82,385.0,77,5.0
James Johnson,2009-10,256.0,65,3.9384615384615387
James Johnson,2010-11,271.0,37,7.324324324324325
James Johnson,2011-12,566.0,62,9.129032258064516
James Johnson,2012-13,276.0,54,5.111111111111111
James Johnson,2013-14,384.0,50,7.68
James Johnson,2014-15,554.0,70,7.914285714285715
James Johnson,2015-16,287.0,57,5.035087719298246
James Johnson,2016-17,975.0,76,12.828947368421053
James Johnson,2017-18,788.0,73,10.794520547945206
James Johnson,2018-19,428.0,55,7.781818181818182
James Johnson,2019-20,270.0,32,8.4375
James Johnson,2020-21,368.0,50,7.36
James Johnson,2021-22,340.0,62,5.483870967741935
James Johnson,2022-23,51.0,18,2.8333333333333335
James Johnson,2023-24,8.0,8,1.0
James Johnson,2024-25,8.0,12,0.6666666666666666
James Jones,2003-04,7.0,6,1.1666666666666667
James Jones,2004-05,371.0,73,5.082191780821918
James Jones,2005-06,699.0,75,9.32
James Jones,2006-07,485.0,76,6.381578947368421
James Jones,2007-08,463.0,58,7.982758620689655
James Jones,2008-09,169.0,39,4.333333333333333
James Jones,2009-10,146.0,36,4.055555555555555
James Jones,2010-11,475.0,80,5.9375
James Jones,2011-12,185.0,50,3.7
James Jones,2012-13,57.0,37,1.5405405405405406
James Jones,2013-14,97.0,19,5.105263157894737
James Jones,2014-15,250.0,55,4.545454545454546
James Jones,2015-16,178.0,47,3.7872340425531914
James Jones,2016-17,132.0,43,3.0697674418604652
James Lang,2006-07,11.0,8,1.375
James Michael McAdoo,2014-15,62.0,13,4.769230769230769
James Michael McAdoo,2015-16,117.0,37,3.1621621621621623
James Michael McAdoo,2016-17,147.0,50,2.94
James Michael McAdoo,2017-18,8.0,3,2.6666666666666665
James Nunnally,2013-14,44.0,13,3.3846153846153846
James Nunnally,2018-19,36.0,14,2.5714285714285716
James Nunnally,2020-21,15.0,8,1.875
James Posey,1999-00,662.0,81,8.17283950617284
James Posey,2000-01,666.0,82,8.121951219512194
James Posey,2001-02,782.0,73,10.712328767123287
James Posey,2002-03,893.0,83,10.759036144578314
James Posey,2003-04,1126.0,82,13.731707317073171
James Posey,2004-05,405.0,50,8.1
James Posey,2005-06,483.0,67,7.208955223880597
James Posey,2006-07,550.0,71,7.746478873239437
James Posey,2007-08,545.0,74,7.364864864864865
James Posey,2008-09,668.0,75,8.906666666666666
James Posey,2009-10,399.0,77,5.181818181818182
James Posey,2010-11,240.0,48,5.0
James Robinson,1993-94,276.0,58,4.758620689655173
James Robinson,1994-95,651.0,71,9.169014084507042
James Robinson,1995-96,649.0,76,8.539473684210526
James Robinson,1996-97,572.0,68,8.411764705882353
James Robinson,1997-98,537.0,67,8.014925373134329
James Robinson,1998-99,183.0,31,5.903225806451613
James Robinson,2000-01,10.0,6,1.6666666666666667
James Scott,1996-97,1.0,8,0.125
James Silas,1976-77,209.0,22,9.5
James Silas,1977-78,146.0,37,3.945945945945946
James Silas,1978-79,1266.0,79,16.025316455696203
James Silas,1979-80,1365.0,77,17.727272727272727
James Silas,1980-81,1326.0,75,17.68
James Silas,1981-82,720.0,65,11.076923076923077
James Singleton,2005-06,203.0,54,3.759259259259259
James Singleton,2006-07,85.0,43,1.9767441860465116
James Singleton,2008-09,314.0,58,5.413793103448276
James Singleton,2009-10,254.0,55,4.618181818181818
James Singleton,2011-12,98.0,12,8.166666666666666
James Southerland,2013-14,14.0,4,3.5
James Thomas,2004-05,26.0,11,2.3636363636363638
James Thomas,2005-06,28.0,19,1.4736842105263157
James Webb III,2017-18,16.0,10,1.6
James White,2006-07,50.0,6,8.333333333333334
James White,2008-09,7.0,4,1.75
James White,2012-13,125.0,49,2.5510204081632653
James Wilkes,1980-81,199.0,48,4.145833333333333
James Wilkes,1981-82,314.0,57,5.508771929824562
James Wilkes,1982-83,34.0,9,3.7777777777777777
James Wiseman,2020-21,448.0,39,11.487179487179487
James Wiseman,2022-23,450.0,45,10.0
James Wiseman,2023-24,446.0,63,7.079365079365079
James Wiseman,2024-25,6.0,1,6.0
James Wiseman,2025-26,13.0,4,3.25
James Worthy,1982-83,1033.0,77,13.415584415584416
James Worthy,1983-84,1185.0,82,14.451219512195122
James Worthy,1984-85,1410.0,80,17.625
James Worthy,1985-86,1500.0,75,20.0
James Worthy,1986-87,1594.0,82,19.4390243902439
James Worthy,1987-88,1478.0,75,19.706666666666667
James Worthy,1988-89,1657.0,81,20.45679012345679
James Worthy,1989-90,1685.0,80,21.0625
James Worthy,1990-91,1670.0,78,21.41025641025641
James Worthy,1991-92,1075.0,54,19.90740740740741
James Worthy,1992-93,1221.0,82,14.890243902439025
James Worthy,1993-94,812.0,80,10.15
James Young,2014-15,105.0,31,3.3870967741935485
James Young,2015-16,29.0,26,1.1153846153846154
James Young,2016-17,68.0,28,2.4285714285714284
James Young,2017-18,17.0,6,2.8333333333333335
Jamesearl Ray,1980-81,37.0,18,2.0555555555555554
Jamesearl Ray,1981-82,124.0,40,3.1
Jamesearl Ray,1982-83,173.0,45,3.8444444444444446
Jamie Feick,1996-97,151.0,40,3.775
Jamie Feick,1997-98,102.0,45,2.2666666666666666
Jamie Feick,1998-99,177.0,27,6.555555555555555
Jamie Feick,1999-00,459.0,81,5.666666666666667
Jamie Feick,2000-01,22.0,6,3.6666666666666665
Jamie Waller,1987-88,42.0,9,4.666666666666667
Jamie Watson,1994-95,195.0,60,3.25
Jamie Watson,1995-96,48.0,16,3.0
Jamie Watson,1996-97,78.0,23,3.391304347826087
Jamie Watson,1998-99,2.0,3,0.6666666666666666
Jamil Wilson,2017-18,105.0,15,7.0
Jamir Watkins,2025-26,41.0,14,2.9285714285714284
Jamison Battle,2024-25,419.0,59,7.101694915254237
Jamison Battle,2025-26,86.0,25,3.44
Jamison Brewer,2001-02,4.0,10,0.4
Jamison Brewer,2002-03,22.0,10,2.2
Jamison Brewer,2003-04,32.0,13,2.4615384615384617
Jamison Brewer,2004-05,31.0,18,1.7222222222222223
Jamorko Pickett,2021-22,50.0,13,3.8461538461538463
Jan Van Breda Kolff,1976-77,718.0,70,10.257142857142858
Jan Van Breda Kolff,1977-78,299.0,66,4.53030303030303
Jan Van Breda Kolff,1978-79,522.0,77,6.779220779220779
Jan Van Breda Kolff,1979-80,549.0,80,6.8625
Jan Van Breda Kolff,1980-81,300.0,78,3.8461538461538463
Jan Van Breda Kolff,1981-82,140.0,39,3.58974358974359
Jan Van Breda Kolff,1982-83,15.0,13,1.1538461538461537
Jan Vesely,2011-12,267.0,57,4.684210526315789
Jan Vesely,2012-13,126.0,50,2.52
Jan Vesely,2013-14,197.0,53,3.7169811320754715
Jannero Pargo,2002-03,85.0,30,2.8333333333333335
Jannero Pargo,2003-04,207.0,30,6.9
Jannero Pargo,2004-05,204.0,31,6.580645161290323
Jannero Pargo,2005-06,274.0,57,4.807017543859649
Jannero Pargo,2006-07,751.0,82,9.158536585365853
Jannero Pargo,2007-08,644.0,80,8.05
Jannero Pargo,2009-10,344.0,60,5.733333333333333
Jannero Pargo,2011-12,282.0,50,5.64
Jannero Pargo,2012-13,207.0,32,6.46875
Jannero Pargo,2013-14,136.0,26,5.230769230769231
Jannero Pargo,2014-15,41.0,8,5.125
Jarace Walker,2023-24,120.0,32,3.75
Jarace Walker,2024-25,461.0,75,6.1466666666666665
Jarace Walker,2025-26,333.0,37,9.0
Jared Butler,2021-22,159.0,38,4.184210526315789
Jared Butler,2022-23,37.0,6,6.166666666666667
Jared Butler,2023-24,251.0,40,6.275
Jared Butler,2024-25,541.0,60,9.016666666666667
Jared Cunningham,2012-13,16.0,5,3.2
Jared Cunningham,2013-14,26.0,12,2.1666666666666665
Jared Cunningham,2014-15,35.0,18,1.9444444444444444
Jared Cunningham,2015-16,120.0,37,3.2432432432432434
Jared Dudley,2007-08,422.0,73,5.780821917808219
Jared Dudley,2008-09,372.0,68,5.470588235294118
Jared Dudley,2009-10,674.0,82,8.21951219512195
Jared Dudley,2010-11,867.0,82,10.573170731707316
Jared Dudley,2011-12,823.0,65,12.661538461538461
Jared Dudley,2012-13,861.0,79,10.89873417721519
Jared Dudley,2013-14,511.0,73,7.0
Jared Dudley,2014-15,518.0,72,7.194444444444445
Jared Dudley,2015-16,638.0,81,7.8765432098765435
Jared Dudley,2016-17,434.0,64,6.78125
Jared Dudley,2017-18,152.0,48,3.1666666666666665
Jared Dudley,2018-19,287.0,59,4.864406779661017
Jared Dudley,2019-20,68.0,44,1.5454545454545454
Jared Dudley,2020-21,6.0,12,0.5
Jared Harper,2019-20,2.0,3,0.6666666666666666
Jared Harper,2020-21,3.0,8,0.375
Jared Harper,2021-22,37.0,5,7.4
Jared Jeffries,2002-03,79.0,20,3.95
Jared Jeffries,2003-04,464.0,82,5.658536585365853
Jared Jeffries,2004-05,523.0,77,6.792207792207792
Jared Jeffries,2005-06,489.0,77,6.35064935064935
Jared Jeffries,2006-07,223.0,55,4.054545454545455
Jared Jeffries,2007-08,269.0,73,3.684931506849315
Jared Jeffries,2008-09,296.0,56,5.285714285714286
Jared Jeffries,2009-10,372.0,70,5.314285714285714
Jared Jeffries,2010-11,74.0,41,1.8048780487804879
Jared Jeffries,2011-12,170.0,39,4.358974358974359
Jared Jeffries,2012-13,44.0,37,1.1891891891891893
Jared McCain,2024-25,352.0,23,15.304347826086957
Jared McCain,2025-26,173.0,25,6.92
Jared Reiner,2004-05,21.0,17,1.2352941176470589
Jared Reiner,2006-07,33.0,25,1.32
Jared Rhoden,2022-23,45.0,13,3.4615384615384617
Jared Rhoden,2023-24,83.0,17,4.882352941176471
Jared Rhoden,2024-25,118.0,14,8.428571428571429
Jared Sullinger,2012-13,270.0,45,6.0
Jared Sullinger,2013-14,982.0,74,13.27027027027027
Jared Sullinger,2014-15,770.0,58,13.275862068965518
Jared Sullinger,2015-16,834.0,81,10.296296296296296
Jared Sullinger,2016-17,37.0,11,3.3636363636363638
Jared Terrell,2018-19,31.0,14,2.2142857142857144
Jarell Eddie,2015-16,60.0,23,2.608695652173913
Jarell Eddie,2016-17,24.0,5,4.8
Jarell Eddie,2017-18,0.0,3,0.0
Jarell Martin,2015-16,153.0,27,5.666666666666667
Jarell Martin,2016-17,165.0,42,3.9285714285714284
Jarell Martin,2017-18,565.0,73,7.739726027397261
Jarell Martin,2018-19,115.0,42,2.738095238095238
Jaren Jackson,1989-90,67.0,28,2.392857142857143
Jaren Jackson,1991-92,26.0,5,5.2
Jaren Jackson,1992-93,131.0,34,3.8529411764705883
Jaren Jackson,1993-94,80.0,29,2.7586206896551726
Jaren Jackson,1994-95,70.0,21,3.3333333333333335
Jaren Jackson,1995-96,8.0,4,2.0
Jaren Jackson,1996-97,374.0,75,4.986666666666666
Jaren Jackson,1997-98,722.0,82,8.804878048780488
Jaren Jackson,1998-99,301.0,47,6.404255319148936
Jaren Jackson,1999-00,513.0,81,6.333333333333333
Jaren Jackson,2000-01,39.0,15,2.6
Jaren Jackson,2001-02,39.0,9,4.333333333333333
Jaren Jackson Jr.,2018-19,798.0,58,13.758620689655173
Jaren Jackson Jr.,2019-20,990.0,57,17.36842105263158
Jaren Jackson Jr.,2020-21,178.0,13,13.692307692307692
Jaren Jackson Jr.,2021-22,1272.0,78,16.307692307692307
Jaren Jackson Jr.,2022-23,1173.0,63,18.61904761904762
Jaren Jackson Jr.,2023-24,1486.0,66,22.515151515151516
Jaren Jackson Jr.,2024-25,1667.0,75,22.226666666666667
Jaren Jackson Jr.,2025-26,629.0,34,18.5
Jarnell Stokes,2014-15,57.0,17,3.3529411764705883
Jarnell Stokes,2015-16,7.0,7,1.0
Jarnell Stokes,2016-17,2.0,1,2.0
Jaron Blossomgame,2018-19,114.0,27,4.222222222222222
Jarred Vanderbilt,2018-19,24.0,13,1.8461538461538463
Jarred Vanderbilt,2019-20,12.0,11,1.0909090909090908
Jarred Vanderbilt,2020-21,344.0,63,5.4603174603174605
Jarred Vanderbilt,2021-22,515.0,75,6.866666666666666
Jarred Vanderbilt,2022-23,619.0,79,7.8354430379746836
Jarred Vanderbilt,2023-24,150.0,30,5.0
Jarred Vanderbilt,2024-25,142.0,34,4.176470588235294
Jarred Vanderbilt,2025-26,130.0,25,5.2
Jarrell Brantley,2019-20,24.0,8,3.0
Jarrell Brantley,2020-21,64.0,27,2.3703703703703702
Jarrell Brantley,2022-23,22.0,4,5.5
Jarrett Allen,2017-18,587.0,72,8.152777777777779
Jarrett Allen,2018-19,873.0,80,10.9125
Jarrett Allen,2019-20,775.0,70,11.071428571428571
Jarrett Allen,2020-21,806.0,63,12.793650793650794
Jarrett Allen,2021-22,915.0,57,16.05263157894737
Jarrett Allen,2022-23,969.0,68,14.25
Jarrett Allen,2023-24,1271.0,77,16.506493506493506
Jarrett Allen,2024-25,1103.0,82,13.451219512195122
Jarrett Allen,2025-26,361.0,26,13.884615384615385
Jarrett Culver,2019-20,580.0,63,9.206349206349206
Jarrett Culver,2020-21,180.0,34,5.294117647058823
Jarrett Culver,2021-22,130.0,37,3.5135135135135136
Jarrett Culver,2022-23,44.0,9,4.888888888888889
Jarrett Jack,2005-06,526.0,79,6.658227848101266
Jarrett Jack,2006-07,946.0,79,11.974683544303797
Jarrett Jack,2007-08,814.0,82,9.926829268292684
Jarrett Jack,2008-09,1074.0,82,13.097560975609756
Jarrett Jack,2009-10,931.0,82,11.353658536585366
Jarrett Jack,2010-11,735.0,83,8.855421686746988
Jarrett Jack,2011-12,700.0,45,15.555555555555555
Jarrett Jack,2012-13,1023.0,79,12.949367088607595
Jarrett Jack,2013-14,760.0,80,9.5
Jarrett Jack,2014-15,957.0,80,11.9625
Jarrett Jack,2015-16,411.0,32,12.84375
Jarrett Jack,2016-17,6.0,2,3.0
Jarrett Jack,2017-18,466.0,62,7.516129032258065
Jarrod Uthoff,2016-17,40.0,9,4.444444444444445
Jarrod Uthoff,2019-20,19.0,7,2.7142857142857144
Jarron Collins,2001-02,450.0,70,6.428571428571429
Jarron Collins,2002-03,120.0,22,5.454545454545454
Jarron Collins,2003-04,482.0,81,5.950617283950617
Jarron Collins,2004-05,213.0,50,4.26
Jarron Collins,2005-06,415.0,79,5.253164556962025
Jarron Collins,2006-07,204.0,82,2.4878048780487805
Jarron Collins,2007-08,118.0,63,1.873015873015873
Jarron Collins,2008-09,40.0,26,1.5384615384615385
Jarron Collins,2009-10,32.0,32,1.0
Jarron Collins,2010-11,19.0,26,0.7307692307692307
Jarron Cumberland,2021-22,2.0,3,0.6666666666666666
Jarvis Hayes,2003-04,673.0,70,9.614285714285714
Jarvis Hayes,2004-05,553.0,54,10.24074074074074
Jarvis Hayes,2005-06,196.0,21,9.333333333333334
Jarvis Hayes,2006-07,585.0,81,7.222222222222222
Jarvis Hayes,2007-08,552.0,82,6.7317073170731705
Jarvis Hayes,2008-09,644.0,74,8.702702702702704
Jarvis Hayes,2009-10,350.0,45,7.777777777777778
Jarvis Varnado,2012-13,4.0,11,0.36363636363636365
Jarvis Varnado,2013-14,99.0,24,4.125
Jase Richardson,2025-26,152.0,26,5.846153846153846
Jason Caffey,1995-96,182.0,57,3.192982456140351
Jason Caffey,1996-97,549.0,75,7.32
Jason Caffey,1997-98,583.0,80,7.2875
Jason Caffey,1998-99,308.0,35,8.8
Jason Caffey,1999-00,852.0,71,12.0
Jason Caffey,2000-01,500.0,70,7.142857142857143
Jason Caffey,2001-02,99.0,23,4.304347826086956
Jason Caffey,2002-03,295.0,51,5.784313725490196
Jason Collier,2000-01,71.0,22,3.227272727272727
Jason Collier,2001-02,106.0,24,4.416666666666667
Jason Collier,2002-03,36.0,13,2.769230769230769
Jason Collier,2003-04,226.0,20,11.3
Jason Collier,2004-05,402.0,69,5.826086956521739
Jason Collins,2001-02,350.0,77,4.545454545454546
Jason Collins,2002-03,460.0,81,5.679012345679013
Jason Collins,2003-04,462.0,78,5.923076923076923
Jason Collins,2004-05,511.0,80,6.3875
Jason Collins,2005-06,255.0,71,3.591549295774648
Jason Collins,2006-07,169.0,80,2.1125
Jason Collins,2007-08,140.0,74,1.8918918918918919
Jason Collins,2008-09,57.0,31,1.8387096774193548
Jason Collins,2009-10,16.0,23,0.6956521739130435
Jason Collins,2010-11,96.0,48,2.0
Jason Collins,2011-12,39.0,30,1.3
Jason Collins,2012-13,41.0,37,1.1081081081081081
Jason Collins,2013-14,25.0,20,1.25
Jason Hart,2000-01,2.0,1,2.0
Jason Hart,2001-02,26.0,9,2.888888888888889
Jason Hart,2003-04,177.0,52,3.4038461538461537
Jason Hart,2004-05,706.0,74,9.54054054054054
Jason Hart,2005-06,218.0,66,3.303030303030303
Jason Hart,2006-07,249.0,33,7.545454545454546
Jason Hart,2007-08,165.0,55,3.0
Jason Hart,2008-09,78.0,37,2.108108108108108
Jason Hart,2009-10,2.0,4,0.5
Jason Kapono,2003-04,145.0,40,3.625
Jason Kapono,2004-05,688.0,81,8.493827160493828
Jason Kapono,2005-06,207.0,50,4.14
Jason Kapono,2006-07,730.0,67,10.895522388059701
Jason Kapono,2007-08,580.0,81,7.160493827160494
Jason Kapono,2008-09,654.0,80,8.175
Jason Kapono,2009-10,324.0,56,5.785714285714286
Jason Kapono,2010-11,16.0,14,1.1428571428571428
Jason Kapono,2011-12,53.0,25,2.12
Jason Kidd,1994-95,922.0,79,11.670886075949367
Jason Kidd,1995-96,1348.0,81,16.641975308641975
Jason Kidd,1996-97,599.0,55,10.89090909090909
Jason Kidd,1997-98,954.0,82,11.634146341463415
Jason Kidd,1998-99,846.0,50,16.92
Jason Kidd,1999-00,959.0,67,14.313432835820896
Jason Kidd,2000-01,1299.0,77,16.87012987012987
Jason Kidd,2001-02,1208.0,82,14.731707317073171
Jason Kidd,2002-03,1495.0,80,18.6875
Jason Kidd,2003-04,1036.0,67,15.462686567164178
Jason Kidd,2004-05,951.0,66,14.409090909090908
Jason Kidd,2005-06,1065.0,80,13.3125
Jason Kidd,2006-07,1041.0,80,13.0125
Jason Kidd,2007-08,864.0,80,10.8
Jason Kidd,2008-09,731.0,81,9.024691358024691
Jason Kidd,2009-10,824.0,80,10.3
Jason Kidd,2010-11,630.0,80,7.875
Jason Kidd,2011-12,299.0,48,6.229166666666667
Jason Kidd,2012-13,458.0,76,6.026315789473684
Jason Lawson,1997-98,26.0,15,1.7333333333333334
Jason Maxiell,2005-06,60.0,25,2.4
Jason Maxiell,2006-07,334.0,66,5.0606060606060606
Jason Maxiell,2007-08,651.0,82,7.939024390243903
Jason Maxiell,2008-09,452.0,78,5.794871794871795
Jason Maxiell,2009-10,513.0,76,6.75
Jason Maxiell,2010-11,237.0,55,4.3090909090909095
Jason Maxiell,2011-12,424.0,65,6.523076923076923
Jason Maxiell,2012-13,498.0,72,6.916666666666667
Jason Maxiell,2013-14,109.0,34,3.2058823529411766
Jason Maxiell,2014-15,203.0,61,3.3278688524590163
Jason Miskiri,1999-00,0.0,1,0.0
Jason Preston,2022-23,41.0,14,2.9285714285714284
Jason Preston,2023-24,12.0,7,1.7142857142857142
Jason Richardson,2001-02,1151.0,80,14.3875
Jason Richardson,2002-03,1282.0,82,15.634146341463415
Jason Richardson,2003-04,1461.0,78,18.73076923076923
Jason Richardson,2004-05,1559.0,72,21.65277777777778
Jason Richardson,2005-06,1741.0,75,23.213333333333335
Jason Richardson,2006-07,814.0,51,15.96078431372549
Jason Richardson,2007-08,1788.0,82,21.804878048780488
Jason Richardson,2008-09,1212.0,72,16.833333333333332
Jason Richardson,2009-10,1239.0,79,15.683544303797468
Jason Richardson,2010-11,1249.0,80,15.6125
Jason Richardson,2011-12,629.0,54,11.648148148148149
Jason Richardson,2012-13,347.0,33,10.515151515151516
Jason Richardson,2014-15,172.0,19,9.052631578947368
Jason Sasser,1996-97,19.0,8,2.375
Jason Sasser,1998-99,11.0,6,1.8333333333333333
Jason Smith,2007-08,340.0,76,4.473684210526316
Jason Smith,2009-10,189.0,56,3.375
Jason Smith,2010-11,331.0,77,4.298701298701299
Jason Smith,2011-12,396.0,40,9.9
Jason Smith,2012-13,420.0,50,8.4
Jason Smith,2013-14,301.0,31,9.709677419354838
Jason Smith,2014-15,656.0,82,8.0
Jason Smith,2015-16,546.0,76,7.184210526315789
Jason Smith,2016-17,420.0,74,5.675675675675675
Jason Smith,2017-18,113.0,33,3.4242424242424243
Jason Smith,2018-19,65.0,20,3.25
Jason Terry,1999-00,657.0,81,8.11111111111111
Jason Terry,2000-01,1619.0,82,19.74390243902439
Jason Terry,2001-02,1504.0,78,19.28205128205128
Jason Terry,2002-03,1395.0,81,17.22222222222222
Jason Terry,2003-04,1359.0,81,16.77777777777778
Jason Terry,2004-05,993.0,80,12.4125
Jason Terry,2005-06,1371.0,80,17.1375
Jason Terry,2006-07,1350.0,81,16.666666666666668
Jason Terry,2007-08,1269.0,82,15.475609756097562
Jason Terry,2008-09,1447.0,74,19.554054054054053
Jason Terry,2009-10,1280.0,77,16.623376623376622
Jason Terry,2010-11,1293.0,82,15.768292682926829
Jason Terry,2011-12,950.0,63,15.079365079365079
Jason Terry,2012-13,799.0,79,10.113924050632912
Jason Terry,2013-14,156.0,34,4.588235294117647
Jason Terry,2014-15,541.0,77,7.025974025974026
Jason Terry,2015-16,422.0,71,5.943661971830986
Jason Terry,2016-17,307.0,74,4.148648648648648
Jason Terry,2017-18,166.0,50,3.32
Jason Thompson,2008-09,910.0,82,11.097560975609756
Jason Thompson,2009-10,939.0,75,12.52
Jason Thompson,2010-11,663.0,75,8.84
Jason Thompson,2011-12,583.0,64,9.109375
Jason Thompson,2012-13,891.0,82,10.865853658536585
Jason Thompson,2013-14,586.0,82,7.146341463414634
Jason Thompson,2014-15,491.0,81,6.061728395061729
Jason Thompson,2015-16,145.0,46,3.152173913043478
Jason Williams,1998-99,641.0,50,12.82
Jason Williams,1999-00,999.0,81,12.333333333333334
Jason Williams,2000-01,720.0,77,9.35064935064935
Jason Williams,2001-02,959.0,65,14.753846153846155
Jason Williams,2002-03,919.0,76,12.092105263157896
Jason Williams,2003-04,782.0,72,10.86111111111111
Jason Williams,2004-05,719.0,71,10.126760563380282
Jason Williams,2005-06,728.0,59,12.338983050847459
Jason Williams,2006-07,664.0,61,10.885245901639344
Jason Williams,2007-08,588.0,66,8.909090909090908
Jason Williams,2009-10,493.0,82,6.012195121951219
Jason Williams,2010-11,54.0,25,2.16
Javaris Crittenton,2007-08,278.0,49,5.673469387755102
Javaris Crittenton,2008-09,317.0,63,5.031746031746032
Javin DeLaurier,2021-22,0.0,1,0.0
Javon Freeman-Liberty,2023-24,153.0,22,6.954545454545454
Javon Small,2025-26,46.0,13,3.5384615384615383
Javonte Cooke,2025-26,7.0,5,1.4
Javonte Green,2019-20,163.0,46,3.5434782608695654
Javonte Green,2020-21,146.0,40,3.65
Javonte Green,2021-22,468.0,65,7.2
Javonte Green,2022-23,165.0,32,5.15625
Javonte Green,2023-24,132.0,11,12.0
Javonte Green,2024-25,347.0,68,5.102941176470588
Javonte Green,2025-26,257.0,36,7.138888888888889
Javonte Smart,2021-22,51.0,16,3.1875
Jawad Williams,2008-09,12.0,8,1.5
Jawad Williams,2009-10,224.0,49,4.571428571428571
Jawad Williams,2010-11,104.0,26,4.0
Jawann Oldham,1980-81,4.0,4,1.0
Jawann Oldham,1981-82,34.0,20,1.7
Jawann Oldham,1982-83,74.0,16,4.625
Jawann Oldham,1983-84,259.0,64,4.046875
